stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
U02791,109,28.665677,77.230238,Guru Govind Singh University (Kashmere Gate),109
U02842,110,28.661738,77.235311,GPO,110
U02739,111,28.660050681036,77.2278921212096,Old Delhi Railway Station (T),111
U03402,112,28.67409,77.286865,Shahdara Terminal,112
U03349,113,28.6730434411508,77.2827487465114,Shahdara (Shyam Lal College),113
U03340,114,28.6704,77.2809,Kanti Nagar Extension,114
U03346,115,28.66785,77.28225,Jharkhandi,115
U03384,116,28.666167,77.283917,East Azad Nagar,116
U03394,117,28.663502,77.285917,Swaran Cinema,117
U03404,118,28.661,77.2878,Krishna Nagar A Block,118
U03430,119,28.6582,77.29,Hans Apartment,119
U03444,120,28.6564,77.2915,Arjun Nagar,120
U03457,121,28.654,77.2925,Radheypuri,121
U03461,122,28.651637,77.293123,Jagatpuri  A Block,122
U03476,123,28.648036,77.295529,Jagatpuri F-Block,123
U99881,124,28.6455,77.2979,Gagan Vihar,124
U03500,125,28.642867,77.29725,Karkardooma Xing,125
U03485,126,28.64215,77.29625,New Rajdhani Enclave,126
DC0109,127,28.639333,77.292417,Preet Vihar,127
U03416,128,28.636783,77.287683,Nirman Vihar,128
U03380,129,28.635367,77.28495,Shakarpur Crossing,129
U03345,130,28.633394,77.281942,Shakarpur,130
U03307,131,28.6313,77.2789,Laxmi Nagar,131
U03160,132,28.628033,77.260933,Rainy Well,132
U03055,133,28.62795,77.25235,Delhi Secretariat,133
U02961,134,28.627967,77.244433,ITO,134
U02887,135,28.6253,77.2387,Tilak Bridge,135
U02831,136,28.625633,77.234,Mandi House,136
U02790,137,28.625035,77.230571,Mandi House,137
DC4132,138,28.623228,77.226725,Kasturba Gandhi Road Crossing,138
U02621,139,28.621,77.2215,Firoz Shah Road,139
DC4133,140,28.619225,77.217521,Le Meridian Hotel / Rajendra Prasad Road,140
U02495SB,141,28.616983,77.2137,Krishi Bhawan,141
U02444,142,28.618035,77.210453,Red Cross Road,142
U02437,143,28.62065,77.2098,Aakashwani Bhawan (Imtiyaz Ali Road),143
U02375,144,28.6209,77.2073,Gurudwara Rakab Ganj Road,144
U02293Z,145,28.617383,77.20395,Kendriya Terminal (Church Road),145
U00191,146,28.614614,76.978024,Najafgarh Terminal,146
U00201,147,28.613617,76.979717,Jharoda Crossing/Nazafgarh Terminal,147
DC3555,148,28.6144807426422,76.9810620215328,Jharoda Crossing,148
DC3556,149,28.61415,76.985217,Health Centre,149
U00259,150,28.612627,76.986253,NajafGarh Delhi Gate,150
U00260,151,28.612622,76.99151,Tuda Mandi,151
U00314,154,28.614667,77.0034,Nangli Sakrawati,154
U00331,155,28.6163352570658,77.0073543378838,Nangli Sakrawati Crossing,155
U00355,156,28.618,77.012067,Arjun Park,156
DC4882,157,28.619105,77.015167,Chhathh Ghat Park,157
U00368,158,28.620133,77.01795,Nangli Dairy,158
U00378,159,28.6202099508252,77.0241265592978,Kakrola Bridge,159
U00387,160,28.6191819992233,77.0292680534555,Kakrola More,160
U00395,161,28.6191187419137,77.0317966190821,Kakrola More,161
DC3568,162,28.6193619889124,77.0331014179019,Dwarka More Metro Station (Sewak Park),162
U00425,163,28.6199180152742,77.0365693721528,Rama Park,163
U00453,164,28.62029,77.039178,Mohan Garden,164
U00464,165,28.6203564,77.0449947,Nawada Gaon,165
U00491,166,28.620876,77.049338,Kiran Garden,166
U00503,167,28.621124,77.051543,Om Vihar,167
U00538,168,28.621946,77.056321,Prem Nagar,168
U00561,169,28.623017,77.06031,Uttam Nagar,169
U00601,170,28.624813,77.067696,Uttam Nagar / A1 Janak Puri,170
U00623,171,28.621617,77.069969,Tilak Pul,171
U00651,172,28.620041,77.073165,Jivan park,172
U00680,173,28.618239,77.076935,C-1 Janak Puri,173
U00741,175,28.616152,77.081383,C-2 Janak Puri,175
DC4710,176,28.614365,77.085484,C2D Janak Puri,176
U00813,177,28.61305,77.088391,Dabri Crossing (Pankha Road),177
U00876,178,28.611026,77.093012,Janak Cinema,178
U00907,179,28.610049,77.095367,Desu Colony Janak Puri,179
U00974,180,28.609265,77.100931,SagarPur Vashisht park,180
U01004,181,28.61096,77.103583,D Block Janak Puri,181
U01019,182,28.614,77.1062,Lajwanti Garden,182
U01044,183,28.61313,77.109679,Lajwanti Garden (Carriappa Marg),183
U01079,184,28.6107,77.1139,Janak Setu,184
U01164,185,28.606783,77.123367,Supply Depot,185
U04005A,186,28.604833,77.128283,Kirbi Place,186
NS0256,187,28.602817,77.133517,Thimiyan Park,187
U01356CV,188,28.600317,77.139733,S O Flats Carriappa Marg,188
U01481,189,28.596167,77.1504,R R Line,189
U01594,190,28.592967,77.158483,Golf Club,190
U01636,191,28.592987,77.162865,Dhaula Kuan,191
U02453,192,28.704301,77.21131,BBM Cluster Depot,192
U02420,193,28.702162,77.209581,Sewa Kutir,193
DC3717,194,28.698158,77.207636,GTB Nagar / Haqiqat Nagar,194
U02467,195,28.696197,77.21214,INS Hostel,195
U02515,196,28.695022,77.215318,Vishwa Vidyalaya Metro Station,196
U02572,197,28.69382,77.218624,Mall Road,197
U02594,198,28.69714,77.220359,Banarsi Daas Estate Timarpur,198
U02599,199,28.701025,77.22127,Timarpur,199
DC3745,200,28.7054,77.2231666666667,Balak Ram Hospital,200
U02656,201,28.706947,77.224038,Police Station Timarpur,201
U02705,202,28.709086,77.22626,Nehru Vihar Crossing,202
U02737,203,28.711529,77.228752,Wazirabad Crossing,203
DC3724,204,28.710233,77.241367,Gurudwara Nanak Sar,204
DC3725,205,28.7189,77.24325,Pusta No 1 Sonia Vihar,205
DC3727,206,28.721517,77.243867,Pusta No 2 Sonia Vihar,206
DC3729,207,28.725583,77.2448,Pusta No 3 Sonia Vihar,207
DC3731,208,28.730183,77.24575,Gatta Factory Sonia Vihar,208
DC3732,209,28.7324,77.246233,Sonia Vihar,209
DC3734,210,28.734583,77.246633,Pusta No 5 Sonia Vihar,210
DC3737,211,28.739367,77.24745,Check Post,211
DC3738,212,28.74245,77.246567,Annpurna Mandir,212
DC3740,213,28.750167,77.24385,Sabhapur More,213
DC3742,214,28.754767,77.24325,Chauhan Patti (Terminal),214
DC4197,215,28.578409,77.058932,NHAI Building/ Dwarka Sec-10 Metro Station,215
DC4346,216,28.578591,77.054908,Dwarka Sec-19 Modern School,216
DC4344,217,28.574383,77.05115,Amrohi More,217
DC4342,218,28.573412,77.048418,St Marry School,218
DC4340,219,28.577292,77.035195,Police Post,219
DC4338,220,28.578247,77.02915,Qutub Vihar Phase-I Kikar Stand,220
DC4336,221,28.57905,77.024348,Jhankar Crossing,221
DC4334,222,28.579766,77.021478,Goyla Dairy,222
DC4332,223,28.580346,77.019327,Nehru Bus Stand Goyla Dairy,223
DC4330,224,28.581816,77.015072,St Thomas School Goyla Vihar,224
DC4328,225,28.58327,77.011534,Taj Pur More,225
DC4326,226,28.587476,77.008636,Goyla Village,226
DC4324,227,28.591403,77.000404,Shyam Vihar,227
U00266,228,28.591721,76.992877,Goela Dairy Crossing,228
U00262,229,28.593389,76.991941,Deenpur Village,229
U00254,230,28.596621,76.990298,Durga Vihar,230
U00249,231,28.600768,76.988661,BDO Office,231
U00229,232,28.60799,76.985536,Chhawla Stand Najafgarh,232
U00226,233,28.6103186141233,76.9813376578563,Police Station NajafGarh,233
U00217,235,28.617676,76.984284,Dichau Chowk,235
U00234,236,28.621747,76.98804,Udaseen Ashram,236
U00252,237,28.625259,76.992196,Nirmal Vihar,237
U00288,238,28.629304,76.997733,Dichau Kalan Depot,238
DC0018,239,28.707525,77.177797,Azadpur Terminal,239
U01780,240,28.7139,77.1725,New Sabzi Mandi,240
U01761,241,28.715917,77.170867,Adarsh Nagar / Bharola Village,241
U01699,242,28.720417,77.166983,Sarai Peepal Thala,242
DC3598,243,28.7215333333333,77.166,Mahindra Park,243
DC3599,244,28.7251,77.163217,Jahangir Puri GT Road,244
DC3600,245,28.7273,77.161583,Jahangir Puri Metro Station,245
U01582,246,28.731183,77.158617,GTK Depot,246
DC3601,247,28.734723,77.155831,Mukarba Chowk,247
DC3602,248,28.738473,77.154112,Mukraba Chowk / Sanjay Gandhi Transport Nagar,248
U01479,249,28.752467,77.149383,Libas Pur GT Road,249
U01464,250,28.75805,77.14765,Swaroop Nagar GT Road,250
DC4802,251,28.76486,77.145315,Gurudwara Siraspur GT Road,251
DC5178,252,28.771708,77.142899,Nangli Poona More,252
DC5180,253,28.771944,77.121967,Khera Garhi,253
DC5182,254,28.771903,77.117675,Khera Kalan School,254
DC5184,255,28.772345,77.115104,Khera Kalan Gaon,255
DC5186,256,28.773931,77.104022,Rishi Dharmarth Chikitsalaya,256
DC5188,257,28.773923,77.102521,Khera Khurd Village,257
DC5191,258,28.773761,77.09241,Khera Khurd Nahar Crossing,258
DC5192,259,28.783337,77.096637,Naya Bans,259
DC5194,260,28.793447,77.095545,Mann School,260
DC5096,261,28.795391,77.097784,Holambi Khurd DRID College,261
DC5098,262,28.799721,77.096011,Holambi Khurd,262
DC5100,263,28.801883,77.096003,Holambi Kalan Terminal,263
DC4996,264,28.809564,77.107095,Holambi Kalan Crossing,264
DC4998,265,28.817688,77.102397,Shahpur Garhi,265
DC5000,266,28.820295,77.101135,Narela ITI / Narela Depot,266
DC5002,267,28.821204,77.100678,DSIDC Narela,267
DC5004,268,28.829162,77.094509,Bhor Garh,268
DC5006,269,28.833012,77.093266,Babu Jag Jeevan Ram Colony,269
DC4537,270,28.845328,77.088967,Old Anaj Mandi,270
DC4538,271,28.847045,77.088366,Narela Primary School,271
DC4364,272,28.779253,77.179936,Keshav Nagar Mukti Ashram,272
DC4362,273,28.775793,77.179669,Ibrahim Pur More,273
DC3796,274,28.768883,77.180783,Natthupura Crossing Terminal,274
U01942,275,28.7645,77.1838,Amrit Vihar Colony,275
U02050,276,28.761167,77.188717,Koushik Enclave,276
U02086,277,28.76015,77.1910833333333,Laxmi Vihar,277
DC0054,278,28.7555,77.1983,Ekta Garden Harijan Basti,278
U02216,279,28.7541,77.199,Burari Village,279
U02214,280,28.7492333333333,77.1985666666667,Sarvodhya Vidhyalay Burari,280
U02200,281,28.7467,77.1983,Balti Factory,281
U02182,282,28.7418,77.198,Sant Nagar Main Market,282
U02160,283,28.7377,77.1973,Sant Nagar A1,283
U02169,284,28.734483,77.197717,Jharoda Dairy Crossing,284
U02199,285,28.730567,77.198467,Burari Transport Authority,285
U02185,286,28.72773,77.198067,Nirankari Sarover,286
DC0055,287,28.72095,77.20015,CV Raman ITI,287
U02301,288,28.714883,77.2041,Nirankari Colony,288
U02327,289,28.7112333333333,77.2045,Radio Colony,289
U09586,290,28.706789,77.204733,Dhaka Village,290
U02325,291,28.70458,77.205033,Balmiki Gandhi Ashram,291
U02318,292,28.700567,77.205017,TB Hospital,292
U02350,293,28.698294,77.206554,GTB Nagar,293
U02613,294,28.690202,77.221419,Khyber Pass,294
U02620,295,28.687634,77.221672,Vidhan Sabha Metro Station,295
U02628A,296,28.683891,77.222282,Old Secretariat (Postal Account Office),296
U99851,297,28.679703,77.223955,IP College,297
DC3689,298,28.676602,77.225033,Exchange Store / Civil Lines Metro Station,298
U02700,299,28.672405,77.226008,Ludlow Castle,299
DC3596,300,28.668479,77.226269,ISBT Nityanand Marg,300
U01890,301,28.768915,77.18095,Natthupura Terminal,301
U02176,303,28.7387275691695,77.1976852838739,Sant Nagar A-1,303
U02395,304,28.698283,77.2076,GTB Nagar / Haqiqat Nagar,304
U02421,305,28.70265,77.2098166666667,Sewa Kutir,305
U02458,306,28.704317,77.211183,BBM Cluster Depot,306
DC4860,312,28.5404,77.2968,Jasola Vihar,312
DC4861,313,28.538333,77.291867,Sarita Vihar K Block,313
U03351,314,28.539501,77.282682,Apollo Hospital,314
U03323,315,28.543764,77.27934,Harkesh Nagar,315
U03292,316,28.548007,77.276605,Okhla Tank,316
U03273,317,28.551088,77.273998,CRRI,317
U03249,318,28.554827,77.271291,Sukhdev Vihar Depot,318
U03225,319,28.55795,77.26895,Kalkaji Xing,319
U03204,320,28.561592,77.266287,Ishwar Nagar,320
U03148S,322,28.57045,77.259788,Ashram Chowk,322
U03121,323,28.574277,77.256865,Ashram (Hari Nagar),323
U03049,324,28.582917,77.251209,Bhogal,324
U03037,325,28.584692,77.249659,Bhogal (Jungpura),325
U03000,326,28.589269,77.246339,Nizamuddin Extension,326
U02974,327,28.591349,77.244916,Police Station Nizamuddin (Dargah),327
U02860,328,28.5924,77.23675,Ishpat Bhawan,328
DC0094,329,28.591833,77.232383,JLN Stadium (Sunehripulla Depot),329
U02661,330,28.586733,77.22425,Lodhi Colony 18-Block,330
U99988,331,28.584817,77.224533,Lodhi Colony,331
DC0098,332,28.580036,77.225132,Kushak Nallah Depot,332
U03421,334,28.529703,77.287907,Madanpur Khadar Crossing,334
U03398,335,28.532092,77.286936,Sarita Vihar,335
U03077,336,28.568283,77.253917,Nehru Nagar,336
U03024,337,28.565391,77.248511,Lajpat Nagar Ring Road,337
U02941,338,28.564833,77.241433,Gupta Market,338
U03997A,339,28.564823,77.239969,Gupta Market,339
U02843,340,28.569135,77.235154,MCKR Hospital,340
U02867,341,28.573,77.237367,Defence Colony,341
U02923,342,28.583917,77.240533,Pant Nagar,342
U02930,343,28.587033,77.2408,CGO Complex,343
U02920,344,28.596267,77.240433,Amir Khusro Park / Oberoi Hotel,344
U99968,345,28.598783,77.2406,Delhi Public School,345
U02899,347,28.6084,77.23995,Zoo,347
U02897,348,28.611683,77.239967,National Stadium,348
U02901,349,28.6155,77.24015,ITPO Gate No. 3,349
U02907,350,28.618483,77.240183,Pragati Maidan Gate No. 5,350
U02909,351,28.622877,77.240388,Supreme Court,351
U99740,352,28.623433,77.240567,Pragati Maidan Metro Station,352
U02934,353,28.629065,77.241192,ITO (Agarwal Chowk),353
U02929,354,28.633864,77.240804,Express Building,354
U02932,355,28.638817,77.241013,Delhi Gate / Ambedkar Stadium,355
U02918,356,28.64635,77.240226,Darya Ganj Golcha Cinema,356
U02893,357,28.649272,77.239311,Subhash Park,357
U02879,358,28.651255,77.237958,Jama Masjid,358
U02858,359,28.653939,77.236401,Red Fort,359
DC4023,363,28.535283,76.909333,Jhul-Jhuli Check Post / Ghumanhera Crossing,363
DC4578,364,28.552333,76.907483,Malik Pur Village Crossing,364
DC4025,365,28.5683384634491,76.9065230295013,Ujwa Gaon,365
DC4009,366,28.5735106,76.9082469,Ujwa School,366
DC4026,368,28.5790789307376,76.9100964494088,Samaspur Khalsa,368
U00055,370,28.600403776461,76.9161106637266,Rawta Crossing (Dhansa Road),370
U00069,371,28.60448,76.932397,Surehra Crossing,371
U00078,372,28.607252,76.939754,Mitraon School,372
DC4746,374,28.608343,76.951668,Mitraon Crossing,374
U00116,375,28.608858,76.959974,Indra Service Station,375
U00158,376,28.609487,76.967851,Nanak Piyau,376
U00168,377,28.610354,76.971259,Prem Nursary,377
U00184,378,28.6111300229137,76.9744597383946,Khera More / Ghuman Hera Crossing,378
U00202,379,28.6137657049756,76.9793626157992,Jharoda Crossing Jharoda Road,379
U00192,380,28.6148311619155,76.9772491148408,NajafGarh Terminal,380
U01725,381,28.703538,77.169078,Shalimar Bagh (Ring Road),381
U01667,382,28.701819,77.165532,Ashok Vihar Crossing,382
U01613,383,28.70097,77.161821,Richi Rich,383
U01576,384,28.700065,77.158465,Prem Bari Pul,384
U01546,385,28.695994,77.155671,Punjab Kesari (Subhash Palace Depot),385
DC0031,386,28.693861,77.150918,Wazirpur DTC Depot / Netaji Subhash Palace,386
U01448,387,28.69553,77.146025,Pitampura ND Block,387
U01392,388,28.697168,77.142174,Kohat Enclave Metro Station,388
U01338,389,28.699303,77.137619,Vaishali  Enclave / Kapil Vihar,389
U01298,390,28.701454,77.134768,JD Block Pitam Pura,390
U01272,391,28.702377,77.133476,Pitampura Metro Station Madhuban Chowk,391
U01252,392,28.702886,77.130242,Madhuban Chowk Outer Ring Road,392
U01199,393,28.700082,77.125333,Saraswati  Vihar C Block,393
U01135,394,28.69796,77.11962,Deepali Chowk,394
U01086,395,28.697185,77.115505,Kali Mata Mandir,395
U01059,396,28.696165,77.111793,Puspanjali Enclave,396
U01043,397,28.695388,77.109414,Rohini Depot  3,397
U99992,398,28.694461,77.106694,Mangolpur School,398
U00979,399,28.695549,77.101135,Mangolpur Kalan Village,399
DC0011,400,28.69875,77.0964,Avantika Crossing,400
U00896,401,28.700005,77.094325,Mangol Pur Khurd,401
U00832,402,28.702634,77.089647,Mangolpuri Y Block,402
U00797,403,28.704528,77.086895,Krishna Vihar,403
U00765,404,28.709736,77.081042,Krishna Vihar,404
U00723,405,28.7125001,77.0805,Brahm Shakti Hospital,405
U00682,406,28.714257,77.076933,Pooth Kalan,406
U00618,407,28.7187,77.0696,Rohini Sec-21,407
U00591,408,28.7217,77.06495,Begumpur,408
U00518,410,28.726356,77.053345,Karala Pathsala Jain Mandir,410
U00484,411,28.727533,77.04895,Sukhbeer Nagar,411
U00465,412,28.728583,77.045817,Rama Vihar,412
U00443,413,28.730681,77.039664,Karala School,413
U00429,414,28.7315,77.037,Karala Village,414
U99798,415,28.731601,77.031627,Karala Crossing,415
U99807,416,28.7325,77.0284,Desu Office,416
DC0007,417,28.7333,77.025,Shiv Vihar Bheem Chowk,417
U99798A,418,28.73384,77.0208,Radha Swami Satsang,418
U00352,419,28.7352,77.0125833333333,Shivam Plywood,419
DC4667,420,28.737911,77.00692,Kanjhawla Chowk,420
DC4668,421,28.738428,77.004399,Nirmal Hospital,421
DC4670,422,28.73949,76.997517,Ladpur Village,422
DC4671,423,28.740338,76.994313,Rajendra Lakra Public School,423
DC4672,424,28.74225,76.9865,Sant Vivekanand School,424
DC4673,425,28.744467,76.980917,Vriddha Ashram,425
DC4674,426,28.74615,76.978217,Jonti Crossing,426
DC4675,427,28.7531452409393,76.972067834944,Jonti Village,427
DC4676,428,28.755872,76.968475,Tatesar Village,428
DC4678,429,28.767498,76.96456,Balaji Enclave,429
DC4679,430,28.773006,76.962094,Punjab Khor Village,430
DC4680,431,28.7779,76.9614,Punjab Khor Village,431
DC4682,432,28.788119,76.962441,Divya Dham Ashram,432
DC4681,433,28.79069,76.962473,Jatt Khor Crossing,433
DC4909,434,28.7977,76.960533,Qutub Garh Enclave,434
DC4910,435,28.801274,76.962031,Qutub Garh Village (T),435
DC4911,436,28.8061001,76.9658501,Katewara Crossing,436
DC5047,437,28.805956,76.969867,Katewara Colony,437
DC3811,439,28.643931,77.252592,Rajghat Depot,439
U03043,440,28.6389,77.2502,Rajghat Gandhi Darshan,440
U03011,441,28.636983,77.247267,Gandhi Darshan,441
U03007P,442,28.6336,77.2469,Indira Gandhi Stadium,442
DC3679,443,28.624078,77.247687,IP Power House (ITO Ring Road),443
U03025,444,28.6195,77.249,Indraprastha Depot,444
U03040,445,28.616,77.2501,Pragati Power Station,445
U03052,446,28.610753,77.2517899,Railway Road Bridge,446
U03075,447,28.603408,77.254218,Nizamuddin Road Bridge,447
U03147,448,28.5908681,77.2581704,ISBT Sarai Kale Khan,448
DC0097,449,28.580073,77.224903,Kushak Nallah Depot,449
DC0100,450,28.5847,77.2247,Lodhi Colony,450
U02735,451,28.584967,77.228233,Central School Lodhi Road,451
U02783,452,28.5841,77.2301,J L Nehru Stadium,452
U02775,453,28.57875,77.229533,Sewa Nagar Flyover,453
U02732,454,28.571983,77.227669,Defence Colony (Homyopathic College),454
U02710,455,28.569817,77.22655,PT College Kotla,455
U02788,456,28.565987,77.230567,Andrews Ganj,456
U99989,457,28.565133,77.239733,Gupta Market,457
U02951,458,28.565202,77.242598,Lajpat Nagar (Ring Road),458
U02950,459,28.565781,77.249098,Lajpat Nagar Ring Road,459
U03041,460,28.564183,77.250367,Lajpat Nagar Crossing,460
U03047,461,28.5624,77.251417,Garhi Village,461
U03102,462,28.562167,77.255617,B-Block East of Kailash,462
U03142,463,28.56215,77.2582,C-Block East of Kailash,463
U03162,464,28.5612422,77.2601598,SNPD,464
U03190,465,28.5565,77.2648,Laghu Udyog Sansthan (ModiMill),465
U03196,466,28.553683,77.265133,NSIC,466
U03181,467,28.55205,77.2645,Kalkaji Mandir,467
U03174,468,28.5479,77.263,Kalkaji Mandir (MaaAnandmayeeMarg),468
U03185,469,28.545217,77.2641,Govind Puri Metro Station,469
U03206,470,28.5375,77.2674,Kalkaji Depot,470
U03219,471,28.534033,77.268667,C-Lal Chowk,471
DC0136,472,28.527867,77.272383,CRPF Camp / Crown Plaza,472
DC0137,473,28.5261,77.2736,Bank,473
U03297,474,28.5203,77.2777,Okhla Ph-I,474
DC1311,475,28.51425,77.281333,ESI Hospital,475
U99679Z,476,28.510917,77.281167,Tehkhand Depot DTC,476
U03321,477,28.5044,77.2793,Prem Nagar,477
U03366,478,28.5026,77.284517,Lal Kuan,478
U03435,479,28.5017,77.291,Surajkund Crossing,479
U03466,480,28.5,77.294633,Prehlad Pur,480
U03520,481,28.4995,77.299267,Badarpur M B Road,481
U03544,482,28.498104,77.302191,Jaitpur Crossing,482
DC4311,484,28.628968,76.997542,Dichau Kalan Depot,484
DC4312,485,28.625293,76.992481,Nirmal Vihar,485
DC4313,486,28.621564,76.988064,Udaseen Ashram,486
